video_id,filename,file_path,label,split,status,num_frames,num_features
eMZdggjnLQA,eMZdggjnLQA_Introductions B Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_eMZdggjnLQA.pt,what,train,success,120,1629
4guHni0Kkok,4guHni0Kkok_Sign SISTER.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_4guHni0Kkok.pt,sister,train,success,61,1629
4guHni0Kkok,4guHni0Kkok_Sign SISTER.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_4guHni0Kkok.pt,sister,train,skipped (already processed),,
2F2LUb-H8SU,2F2LUb-H8SU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_2F2LUb-H8SU.pt,white,train,success,56,1629
2PeTh4Ym048,2PeTh4Ym048_NICE⧸CLEAN.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_2PeTh4Ym048.pt,nice,train,success,91,1629
-LB4ENHxcIs,-LB4ENHxcIs_ASL Class 02-08-10.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_-LB4ENHxcIs.pt,what,train,success,66,1629
-LB4ENHxcIs,-LB4ENHxcIs_ASL Class 02-08-10.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_-LB4ENHxcIs.pt,no,train,success,63,1629
-LB4ENHxcIs,-LB4ENHxcIs_ASL Class 02-08-10.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_-LB4ENHxcIs.pt,teacher,train,success,67,1629
HYK7P7Cm_aY,HYK7P7Cm_aY_teacher.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_HYK7P7Cm_aY.pt,teacher,train,success,51,1629
HYK7P7Cm_aY,HYK7P7Cm_aY_teacher.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_HYK7P7Cm_aY.pt,teacher,train,skipped (already processed),,
HYK7P7Cm_aY,HYK7P7Cm_aY_teacher.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_HYK7P7Cm_aY.pt,teacher,train,skipped (already processed),,
hesnczlStrA,hesnczlStrA_ASL Vocabulary ＂nice＂.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_hesnczlStrA.pt,nice,train,success,110,1629
UKGBW9-wo4k,UKGBW9-wo4k_School Personnel Vocabulary ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_UKGBW9-wo4k.pt,teacher,train,success,59,1629
kyLNqzXq8IA,kyLNqzXq8IA.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_kyLNqzXq8IA.pt,white,train,success,186,1629
IMF7K2ClfQc,IMF7K2ClfQc_Basic Sign Language for Caregivers (bath time).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_IMF7K2ClfQc.pt,nice,train,success,61,1629
IMF7K2ClfQc,IMF7K2ClfQc_Basic Sign Language for Caregivers (bath time).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_IMF7K2ClfQc.pt,nice,train,skipped (already processed),,
D5Glywo1wSA,D5Glywo1wSA_happy - ASL sign for happy.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_D5Glywo1wSA.pt,happy,train,success,121,1629
D5Glywo1wSA,D5Glywo1wSA_happy - ASL sign for happy.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_D5Glywo1wSA.pt,happy,train,skipped (already processed),,
WprUBqi3iBc,WprUBqi3iBc_Unit 04 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_WprUBqi3iBc.pt,good,train,success,116,1629
yzl_Ez0ZB9Q,yzl_Ez0ZB9Q_People Signs in ASL.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_yzl_Ez0ZB9Q.pt,sister,train,success,61,1629
yzl_Ez0ZB9Q,yzl_Ez0ZB9Q_People Signs in ASL.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_yzl_Ez0ZB9Q.pt,friend,train,success,59,1629
7iuyJ84wvds,7iuyJ84wvds_Hello - Asl.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_7iuyJ84wvds.pt,hello,train,success,46,1629
rnr_aY0X0dQ,rnr_aY0X0dQ_Unit  1 vocabulary part 1.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_rnr_aY0X0dQ.pt,boy,train,success,109,1629
rnr_aY0X0dQ,rnr_aY0X0dQ_Unit  1 vocabulary part 1.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_rnr_aY0X0dQ.pt,no,train,success,35,1629
12Cqpj9g96Q,12Cqpj9g96Q_Unit 4 vocabulary pg 1-3.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_12Cqpj9g96Q.pt,boy,train,success,103,1629
12Cqpj9g96Q,12Cqpj9g96Q_Unit 4 vocabulary pg 1-3.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_12Cqpj9g96Q.pt,sister,train,success,92,1629
12Cqpj9g96Q,12Cqpj9g96Q_Unit 4 vocabulary pg 1-3.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_12Cqpj9g96Q.pt,friend,train,success,198,1629
e1kSBykQ65w,e1kSBykQ65w_ASL： Sister אחות.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_e1kSBykQ65w.pt,sister,train,success,138,1629
2nXrJ_7NOgE,2nXrJ_7NOgE_Signing Naturally Unit 14 Vocabulary (Updated⧸Shorter Version).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_2nXrJ_7NOgE.pt,go,train,success,21,1629
2nXrJ_7NOgE,2nXrJ_7NOgE_Signing Naturally Unit 14 Vocabulary (Updated⧸Shorter Version).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_2nXrJ_7NOgE.pt,good,train,success,114,1629
0z2_gcB5OJ8,0z2_gcB5OJ8_SISTER.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_0z2_gcB5OJ8.pt,sister,train,success,104,1629
wv5nc3pbyK0,wv5nc3pbyK0_First 100 People.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_wv5nc3pbyK0.pt,boy,train,success,81,1629
lElR-sVcYyw,lElR-sVcYyw.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_lElR-sVcYyw.pt,like,train,success,151,1629
eN6g-Bezw3M,eN6g-Bezw3M.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_eN6g-Bezw3M.pt,like,train,success,51,1629
kAnBm2RQb-0,kAnBm2RQb-0.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_kAnBm2RQb-0.pt,like,train,success,43,1629
kAnBm2RQb-0,kAnBm2RQb-0.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_kAnBm2RQb-0.pt,like,train,skipped (already processed),,
p8OYydc3WQM,p8OYydc3WQM_SN Unit 1 Video Vocab Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_p8OYydc3WQM.pt,hello,train,success,134,1629
p8OYydc3WQM,p8OYydc3WQM_SN Unit 1 Video Vocab Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_p8OYydc3WQM.pt,teacher,train,success,116,1629
p8OYydc3WQM,p8OYydc3WQM_SN Unit 1 Video Vocab Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_p8OYydc3WQM.pt,good,train,success,98,1629
p8OYydc3WQM,p8OYydc3WQM_SN Unit 1 Video Vocab Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_p8OYydc3WQM.pt,good,train,skipped (already processed),,
p8OYydc3WQM,p8OYydc3WQM_SN Unit 1 Video Vocab Review.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_p8OYydc3WQM.pt,boy,train,success,113,1629
p8OYydc3WQM,p8OYydc3WQM.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_p8OYydc3WQM.pt,white,train,success,120,1629
NY3f0h62fZc,NY3f0h62fZc_beautiful - ASL sign for beautiful.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_NY3f0h62fZc.pt,beautiful,train,success,72,1629
NY3f0h62fZc,NY3f0h62fZc_beautiful - ASL sign for beautiful.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_NY3f0h62fZc.pt,beautiful,train,skipped (already processed),,
SC9lyDxbwUE,SC9lyDxbwUE_SWIC Community Ed - Class Two.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_SC9lyDxbwUE.pt,happy,train,success,120,1629
SC9lyDxbwUE,SC9lyDxbwUE_SWIC Community Ed - Class Two.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_SC9lyDxbwUE.pt,good,train,success,120,1629
yYmiLJpJocA,yYmiLJpJocA_NICE.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_yYmiLJpJocA.pt,nice,train,success,87,1629
5Sb-YjNphkY,5Sb-YjNphkY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_5Sb-YjNphkY.pt,white,train,success,131,1629
5Sb-YjNphkY,5Sb-YjNphkY_Unit 4 Vocabulary.mp4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_5Sb-YjNphkY.pt,good,train,success,186,1629
13OPrjZT9lo,13OPrjZT9lo_Unit four packet. PG 4-5.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_13OPrjZT9lo.pt,no,train,success,46,1629
13OPrjZT9lo,13OPrjZT9lo_Unit four packet. PG 4-5.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_13OPrjZT9lo.pt,no,train,skipped (already processed),,
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_UXetwN_cI5A.pt,big,train,success,61,1629
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_UXetwN_cI5A.pt,big,train,skipped (already processed),,
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_UXetwN_cI5A.pt,boy,train,success,61,1629
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_UXetwN_cI5A.pt,boy,train,skipped (already processed),,
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_UXetwN_cI5A.pt,beautiful,train,success,71,1629
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_UXetwN_cI5A.pt,beautiful,train,skipped (already processed),,
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_UXetwN_cI5A.pt,sister,train,success,71,1629
UXetwN_cI5A,UXetwN_cI5A_Mastering ASL Unit 4 Vocabulary signed by Dr. Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_UXetwN_cI5A.pt,sister,train,skipped (already processed),,
rWIDL_GpaJc,rWIDL_GpaJc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_rWIDL_GpaJc.pt,what,train,success,128,1629
rWIDL_GpaJc,rWIDL_GpaJc_Learn American Sign Language： Basic Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_rWIDL_GpaJc.pt,boy,train,success,150,1629
rWIDL_GpaJc,rWIDL_GpaJc_Learn American Sign Language： Basic Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_rWIDL_GpaJc.pt,no,train,success,185,1629
rWIDL_GpaJc,rWIDL_GpaJc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_rWIDL_GpaJc.pt,white,train,success,183,1629
rWIDL_GpaJc,rWIDL_GpaJc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_rWIDL_GpaJc.pt,like,train,success,170,1629
MDQQ9WZNwcc,MDQQ9WZNwcc_Beginner Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_MDQQ9WZNwcc.pt,no,train,success,91,1629
MDQQ9WZNwcc,MDQQ9WZNwcc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_MDQQ9WZNwcc.pt,like,train,success,95,1629
MDQQ9WZNwcc,MDQQ9WZNwcc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_MDQQ9WZNwcc.pt,what,train,success,149,1629
qk58RD7dz_k,qk58RD7dz_k.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_qk58RD7dz_k.pt,what,train,success,51,1629
qk58RD7dz_k,qk58RD7dz_k.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_qk58RD7dz_k.pt,what,train,skipped (already processed),,
q38xuZH11jw,q38xuZH11jw_Food unit (first three pages).mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_q38xuZH11jw.pt,good,train,success,115,1629
9RvIkK-t0SA,9RvIkK-t0SA_Signing Naturally Unit 4 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_9RvIkK-t0SA.pt,beautiful,train,success,99,1629
1skSbSMPlMI,1skSbSMPlMI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_1skSbSMPlMI.pt,sister,train,success,91,1629
fJVwZyjEa4k,fJVwZyjEa4k.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_fJVwZyjEa4k.pt,sister,train,success,51,1629
fJVwZyjEa4k,fJVwZyjEa4k.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_fJVwZyjEa4k.pt,sister,train,skipped (already processed),,
YasOpK1RNvg,YasOpK1RNvg_Making Introductions Vocabulary ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_YasOpK1RNvg.pt,friend,train,success,20,1629
YasOpK1RNvg,YasOpK1RNvg_Making Introductions Vocabulary ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_YasOpK1RNvg.pt,friend,train,skipped (already processed),,
YasOpK1RNvg,YasOpK1RNvg_Making Introductions Vocabulary ｜ ASL - American Sign Language.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_YasOpK1RNvg.pt,nice,train,success,161,1629
sEjaTTIdHhk,sEjaTTIdHhk_How are you？.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_sEjaTTIdHhk.pt,hello,train,success,138,1629
sEjaTTIdHhk,sEjaTTIdHhk_How are you？.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_sEjaTTIdHhk.pt,happy,train,success,121,1629
xx1mmM_E10s,xx1mmM_E10s_Go.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_xx1mmM_E10s.pt,go,train,success,120,1629
DOZJOFHs75s,DOZJOFHs75s_ASL Lesson 1.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_DOZJOFHs75s.pt,no,train,success,48,1629
DOZJOFHs75s,DOZJOFHs75s_ASL Lesson 1.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_DOZJOFHs75s.pt,no,train,skipped (already processed),,
DOZJOFHs75s,DOZJOFHs75s.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_DOZJOFHs75s.pt,what,train,success,109,1629
DOZJOFHs75s,DOZJOFHs75s_ASL Lesson 1.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_DOZJOFHs75s.pt,teacher,train,success,108,1629
KftGqsKKn7w,KftGqsKKn7w.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_KftGqsKKn7w.pt,sister,train,success,50,1629
KftGqsKKn7w,KftGqsKKn7w.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_KftGqsKKn7w.pt,sister,train,skipped (already processed),,
KftGqsKKn7w,KftGqsKKn7w.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_KftGqsKKn7w.pt,sister,train,skipped (already processed),,
ooyNSKSnDuo,ooyNSKSnDuo.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_ooyNSKSnDuo.pt,sister,train,success,121,1629
5H6OSAy-Mzs,"5H6OSAy-Mzs_MALE, boy, dude, guy, fellow.mp4",/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_5H6OSAy-Mzs.pt,boy,train,success,73,1629
pt8VPByKR58,pt8VPByKR58_CLEAN.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_pt8VPByKR58.pt,nice,train,success,102,1629
vcrTUbE1NoY,vcrTUbE1NoY_ASL Level 1 Unit 2 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_vcrTUbE1NoY.pt,boy,train,success,67,1629
vcrTUbE1NoY,vcrTUbE1NoY_ASL Level 1 Unit 2 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_vcrTUbE1NoY.pt,teacher,train,success,85,1629
vcrTUbE1NoY,vcrTUbE1NoY_ASL Level 1 Unit 2 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_vcrTUbE1NoY.pt,no,train,success,135,1629
vcrTUbE1NoY,vcrTUbE1NoY_ASL Level 1 Unit 2 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_vcrTUbE1NoY.pt,happy,train,success,83,1629
NAZKMt2NhtU,NAZKMt2NhtU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_NAZKMt2NhtU.pt,white,train,success,52,1629
NAZKMt2NhtU,NAZKMt2NhtU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_NAZKMt2NhtU.pt,white,train,skipped (already processed),,
NAZKMt2NhtU,NAZKMt2NhtU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_NAZKMt2NhtU.pt,white,train,skipped (already processed),,
NAZKMt2NhtU,NAZKMt2NhtU_ASL Colors & Clothes Lesson.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_NAZKMt2NhtU.pt,nice,train,success,72,1629
Ks26De5YvSg,Ks26De5YvSg_NO.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_Ks26De5YvSg.pt,no,train,success,86,1629
nBvBJ91I5ZI,nBvBJ91I5ZI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_nBvBJ91I5ZI.pt,friend,train,success,39,1629
nBvBJ91I5ZI,nBvBJ91I5ZI.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_nBvBJ91I5ZI.pt,friend,train,skipped (already processed),,
nBvBJ91I5ZI,nBvBJ91I5ZI_People at school ASL.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_nBvBJ91I5ZI.pt,teacher,train,success,56,1629
nBvBJ91I5ZI,nBvBJ91I5ZI_People at school ASL.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_nBvBJ91I5ZI.pt,teacher,train,skipped (already processed),,
AkGYEiN8vOY,AkGYEiN8vOY_Unit 2 Vocabulary (Part 1) rev. 2018.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_AkGYEiN8vOY.pt,teacher,train,success,101,1629
AkGYEiN8vOY,AkGYEiN8vOY_Unit 2 Vocabulary (Part 1) rev. 2018.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_AkGYEiN8vOY.pt,teacher,train,skipped (already processed),,
XUg1eKl65p4,XUg1eKl65p4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_XUg1eKl65p4.pt,sister,train,success,137,1629
AFCgNBsQOTk,AFCgNBsQOTk_How to sign Good - ASL Vocabulary Series.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_AFCgNBsQOTk.pt,good,train,success,121,1629
pv1yeA4iHmU,pv1yeA4iHmU_Family Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_pv1yeA4iHmU.pt,boy,train,success,165,1629
pv1yeA4iHmU,pv1yeA4iHmU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_pv1yeA4iHmU.pt,sister,train,success,81,1629
pv1yeA4iHmU,pv1yeA4iHmU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_pv1yeA4iHmU.pt,sister,train,skipped (already processed),,
pv1yeA4iHmU,pv1yeA4iHmU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_pv1yeA4iHmU.pt,friend,train,success,179,1629
pv1yeA4iHmU,pv1yeA4iHmU.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_pv1yeA4iHmU.pt,friend,train,skipped (already processed),,
Fd3xF72yJrk,Fd3xF72yJrk.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_Fd3xF72yJrk.pt,what,train,success,57,1629
O6-OsGXF0Uw,O6-OsGXF0Uw.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_O6-OsGXF0Uw.pt,white,train,success,79,1629
TomJbyh-XVY,TomJbyh-XVY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_TomJbyh-XVY.pt,white,train,success,31,1629
Fef0GDkOO6k,Fef0GDkOO6k_good - ASL sign for good.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_Fef0GDkOO6k.pt,good,train,success,272,1629
Fef0GDkOO6k,Fef0GDkOO6k_good - ASL sign for good.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_Fef0GDkOO6k.pt,good,train,skipped (already processed),,
Fef0GDkOO6k,Fef0GDkOO6k_good - ASL sign for good.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_Fef0GDkOO6k.pt,good,train,skipped (already processed),,
RIpWAYXYGyY,RIpWAYXYGyY_PRETTY.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_RIpWAYXYGyY.pt,beautiful,train,success,106,1629
75BkNdtDsoQ,75BkNdtDsoQ.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_75BkNdtDsoQ.pt,boy,train,success,71,1629
75BkNdtDsoQ,75BkNdtDsoQ.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/sister_75BkNdtDsoQ.pt,sister,train,success,61,1629
75BkNdtDsoQ,75BkNdtDsoQ_Unit 1 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_75BkNdtDsoQ.pt,no,train,success,71,1629
75BkNdtDsoQ,75BkNdtDsoQ_Unit 1 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/no_75BkNdtDsoQ.pt,no,train,skipped (already processed),,
75BkNdtDsoQ,75BkNdtDsoQ_Unit 1 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_75BkNdtDsoQ.pt,hello,train,success,200,1629
75BkNdtDsoQ,75BkNdtDsoQ_Unit 1 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_75BkNdtDsoQ.pt,nice,train,success,221,1629
cF6XScPZDsE,cF6XScPZDsE.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_cF6XScPZDsE.pt,friend,train,success,151,1629
jQlSl_lx3ec,jQlSl_lx3ec.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_jQlSl_lx3ec.pt,friend,train,success,76,1629
LNw3SmRomG8,LNw3SmRomG8_Clean.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_LNw3SmRomG8.pt,nice,train,success,114,1629
KRrKqGEGdMg,KRrKqGEGdMg_ASL 1： Unit 3 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/big_KRrKqGEGdMg.pt,big,train,success,123,1629
KRrKqGEGdMg,KRrKqGEGdMg.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_KRrKqGEGdMg.pt,like,train,success,151,1629
dMZ-SCl7nA4,dMZ-SCl7nA4_ASL Level 2 Unit 11 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/beautiful_dMZ-SCl7nA4.pt,beautiful,train,success,137,1629
dMZ-SCl7nA4,dMZ-SCl7nA4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/good_dMZ-SCl7nA4.pt,good,train,success,62,1629
dMZ-SCl7nA4,dMZ-SCl7nA4_ASL Level 2 Unit 11 Vocabulary.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/nice_dMZ-SCl7nA4.pt,nice,train,success,68,1629
8uIg8r1awC4,8uIg8r1awC4.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/like_8uIg8r1awC4.pt,like,train,success,61,1629
H63Q4sfu9mk,H63Q4sfu9mk_GO.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_H63Q4sfu9mk.pt,go,train,success,49,1629
ZHUVt5W8UEk,ZHUVt5W8UEk.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/boy_ZHUVt5W8UEk.pt,boy,train,success,61,1629
ZHUVt5W8UEk,ZHUVt5W8UEk_ASL 1st class VOCABULARY BUILDER.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/happy_ZHUVt5W8UEk.pt,happy,train,success,62,1629
Ni6Uixw5Qmo,Ni6Uixw5Qmo_Next Words： People in ASL with captions.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/teacher_Ni6Uixw5Qmo.pt,teacher,train,success,107,1629
sSdQWC7mUZc,sSdQWC7mUZc.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/what_sSdQWC7mUZc.pt,what,train,success,61,1629
FbBdHdmt5oI,FbBdHdmt5oI_Hello.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/hello_FbBdHdmt5oI.pt,hello,train,success,70,1629
W_IPtdsIUOo,W_IPtdsIUOo.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/white_W_IPtdsIUOo.pt,white,train,success,15,1629
1E8k8gI_xYk,1E8k8gI_xYk.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/friend_1E8k8gI_xYk.pt,friend,train,success,70,1629
Cv5avR9nEhg,Cv5avR9nEhg_Signing Naturally Unit 14 Vocabulary Signed by Dr Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_Cv5avR9nEhg.pt,go,train,success,32,1629
Cv5avR9nEhg,Cv5avR9nEhg_Signing Naturally Unit 14 Vocabulary Signed by Dr Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_Cv5avR9nEhg.pt,go,train,skipped (already processed),,
Cv5avR9nEhg,Cv5avR9nEhg_Signing Naturally Unit 14 Vocabulary Signed by Dr Wooten.mp4,/content/drive/MyDrive/sign2speech/processed/keypoints/train/go_Cv5avR9nEhg.pt,go,train,skipped (already processed),,
